Name,Academic Press,Conflict Resolution,Course Clarity,Cultural Awareness and Inclusive Classroom Instruction,Guidance,Inclusive Leadership,Personal Attention and Support,Preventing Bullying,Safety,Social Emotional,Student-Student Trust,Student-Teacher Trust,system_code,fiscal_year,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct,Simple_Name
10X390 - M.S. 390,69.0,76.0,78.0,85.0,86.0,90.0,73.0,47.0,73.0,57.0,56.0,86.0,10X390,2020,X390,M.S. 390,321000010390,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,SE","05,06,07,08",1999-07-01T00:00:00.000,Open,X026,1930 ANDREWS AVENUE,NY,1008313.0,250547.0,-73.913016,40.854335,205.0,14.0,24502.0,2032160002.0,BX36,University Heights-Morris Heights,ROBERT MERCEDES,Principal,718-583-5501,718-583-5556,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,205.0,46.0,10
10X391 - The Angelo Patri Middle School,66.0,69.0,72.0,81.0,80.0,80.0,69.0,53.0,74.0,61.0,63.0,78.0,10X391,2020,X391,The Angelo Patri Middle School,321000010391,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1999-07-01T00:00:00.000,Open,X137,2225 WEBSTER AVENUE,NY,1012632.0,250523.0,-73.897404,40.854257,205.0,15.0,37900.0,2031430043.0,BX41,Mount Hope,ANGEL ORTEGA,Principal,718-584-1295,718-584-1358,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,205.0,46.0,10
10X397 - English Language Learners and Intl Support Prep Academy (ELLIS),80.0,92.0,84.0,90.0,93.0,90.0,84.0,75.0,89.0,74.0,85.0,91.0,10X397,2020,X397,English Language Learners and International Suppor,321000011397,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",2008-07-01T00:00:00.000,Open,X475,99 TERRACE VIEW AVENUE,NY,1008396.0,258943.0,-73.912686,40.877379,208.0,10.0,30900.0,1022150080.0,MN01,Marble Hill-Inwood,NORMA VEGA,Principal,718-220-1889,718-220-8758,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",208.0,50.0,10
10X433 - High School for Teaching and the Professions,73.0,83.0,73.0,85.0,84.0,90.0,71.0,59.0,81.0,61.0,77.0,81.0,10X433,2020,X433,High School for Teaching and the Professions,321000011433,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X430,2780 RESERVOIR AVENUE,NY,1012719.0,255917.0,-73.897066,40.869061,207.0,11.0,40900.0,2032470070.0,BX28,Van Cortlandt Village,Kamele McLaren,I.A. Principal,718-329-7380,718-329-7381,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",207.0,52.0,10
10X434 - Belmont Preparatory High School,67.0,75.0,73.0,84.0,84.0,87.0,61.0,65.0,79.0,54.0,77.0,82.0,10X434,2020,X434,Belmont Preparatory High School,321000011434,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,NY,1015058.0,252424.0,-73.888625,40.859466,206.0,15.0,38700.0,2030590001.0,BX06,Belmont,STEPHEN GUMBS,Principal,718-733-4559,718-295-3655,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",206.0,48.0,10
10X437 - Fordham High School for the Arts,79.0,91.0,82.0,91.0,93.0,93.0,78.0,72.0,85.0,63.0,89.0,88.0,10X437,2020,X437,Fordham High School for the Arts,321000011437,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,NY,1015058.0,252424.0,-73.888625,40.859466,206.0,15.0,38700.0,2030590001.0,BX06,Belmont,IRIS BLIGE,Principal,718-733-4656,718-295-3605,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",206.0,48.0,10
10X438 - Fordham Leadership Academy,71.0,80.0,75.0,85.0,83.0,87.0,71.0,62.0,80.0,58.0,75.0,82.0,10X438,2020,X438,Fordham Leadership Academy,321000011438,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,NY,1015058.0,252424.0,-73.888625,40.859466,206.0,15.0,38700.0,2030590001.0,BX06,Belmont,Fiorella Cabrejos,Principal,718-733-5024,718-295-3674,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",206.0,48.0,10
10X439 - Bronx High School for Law and Community Service,70.0,83.0,76.0,86.0,87.0,88.0,68.0,74.0,84.0,62.0,83.0,85.0,10X439,2020,X439,Bronx High School for Law and Community Service,321000011439,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,NY,1015058.0,252424.0,-73.888625,40.859466,206.0,15.0,38700.0,2030590001.0,BX06,Belmont,Michael Barakat,Principal,718-733-5274,718-295-3631,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",206.0,48.0,10
10X440 - DeWitt Clinton High School,67.0,71.0,72.0,85.0,81.0,87.0,66.0,60.0,78.0,58.0,71.0,82.0,10X440,2020,X440,DeWitt Clinton High School,321000011440,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1929-07-01T00:00:00.000,Open,X440,100 WEST MOSHOLU PARKWAY SOUTH,NY,1014942.0,259890.0,-73.889011,40.879958,207.0,11.0,40900.0,2032510201.0,BX28,Van Cortlandt Village,Pierre Orbe,Principal,718-543-1000,718-548-0036,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",207.0,52.0,10
"10X442 - Celia Cruz Bronx High School of Music, The",70.0,78.0,77.0,85.0,76.0,88.0,69.0,68.0,78.0,58.0,79.0,84.0,10X442,2020,X442,"Celia Cruz Bronx High School of Music, The",321000011442,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,X430,2780 RESERVOIR AVENUE,NY,1012719.0,255917.0,-73.897066,40.869061,207.0,11.0,40900.0,2032470070.0,BX28,Van Cortlandt Village,Jerrod Mabry,Principal,718-329-8550,718-329-8559,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 1- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",207.0,52.0,10
10X445 - The Bronx High School of Science,78.0,84.0,81.0,85.0,82.0,84.0,64.0,80.0,87.0,55.0,93.0,84.0,10X445,2020,X445,The Bronx High School of Science,321000011445,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1959-07-01T00:00:00.000,Open,X445,75 WEST 205 STREET,NY,1014942.0,259890.0,-73.889011,40.879958,207.0,11.0,40900.0,2032510201.0,BX28,Van Cortlandt Village,Jean Donahue,Principal,718-817-7700,718-733-7951,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",207.0,52.0,10
10X447 - Creston Academy,64.0,71.0,70.0,81.0,85.0,80.0,65.0,54.0,75.0,58.0,54.0,77.0,10X447,2020,X447,Creston Academy,321000010447,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2009-07-01T00:00:00.000,Open,X079,125 EAST 181 STREET,NY,1011045.0,250915.0,-73.903139,40.855337,205.0,14.0,23704.0,2031700001.0,BX40,Fordham South,Mellissa Miller,Principal,718-367-5035,718-367-5176,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,205.0,46.0,10
10X477 - Marble Hill High School for International Studies,73.0,84.0,75.0,85.0,81.0,85.0,68.0,72.0,83.0,58.0,81.0,82.0,10X477,2020,X477,Marble Hill High School for International Studies,321000011477,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2002-09-02T00:00:00.000,Open,X475,99 TERRACE VIEW AVENUE,NY,1008396.0,258943.0,-73.912686,40.877379,208.0,10.0,30900.0,1022150080.0,MN01,Marble Hill-Inwood,KIRSTEN LARSON,Principal,718-561-0973,718-561-5612,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",208.0,50.0,10
10X524 - Crotona International High School,74.0,81.0,78.0,86.0,87.0,87.0,71.0,63.0,80.0,69.0,68.0,83.0,10X524,2020,X524,Crotona International High School,321000011524,DOE,Career Technical,High school,"09,10,11,12","09,10,11,12",2011-07-01T00:00:00.000,Open,X660,2474 CROTONA AVENUE,NY,1016758.0,250942.0,-73.882487,40.855392,206.0,15.0,39300.0,2031040007.0,BX06,Belmont,SHWETA RATRA,Principal,718-561-8701,718-561-8707,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",206.0,48.0,10
10X546 - Bronx Theatre High School,69.0,72.0,70.0,84.0,84.0,87.0,71.0,55.0,72.0,60.0,69.0,80.0,10X546,2020,X546,Bronx Theatre High School,321000011546,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,X475,99 TERRACE VIEW AVENUE,NY,1008396.0,258943.0,-73.912686,40.877379,208.0,10.0,30900.0,1022150080.0,MN01,Marble Hill-Inwood,Daniel Albetta,Principal,718-329-2902,718-329-0433,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",208.0,50.0,10
10X549 - Discovery High School,63.0,73.0,70.0,82.0,76.0,85.0,62.0,68.0,75.0,58.0,74.0,79.0,10X549,2020,X549,Discovery High School,321000011549,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,X430,2780 RESERVOIR AVENUE,NY,1012719.0,255917.0,-73.897066,40.869061,207.0,11.0,40900.0,2032470070.0,BX28,Van Cortlandt Village,ROLANDO RIVERA,Principal,718-733-3872,718-733-3621,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",207.0,52.0,10
10X565 - High School for Energy and Technology,59.0,63.0,65.0,80.0,72.0,77.0,63.0,52.0,70.0,54.0,57.0,76.0,10X565,2020,X565,High School for Energy and Technology,321000011565,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2012-07-01T00:00:00.000,Open,X660,2474 CROTONA AVENUE,NY,1016758.0,250942.0,-73.882487,40.855392,206.0,15.0,39300.0,2031040007.0,BX06,Belmont,Marie Guillaume,Principal,718-733-3080,718-733-3085,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",206.0,48.0,10
10X696 - High School of American Studies at Lehman College,74.0,81.0,77.0,81.0,80.0,79.0,62.0,84.0,92.0,53.0,93.0,76.0,10X696,2020,X696,High School of American Studies at Lehman College,321000011696,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2002-07-01T00:00:00.000,Open,X905,2925 GOULDEN AVENUE,NY,1013138.0,257981.0,-73.895543,40.874725,208.0,11.0,40900.0,2032460002.0,BX28,Van Cortlandt Village,ALESSANDRO WEISS,Principal,718-329-2144,718-329-0792,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",208.0,52.0,10
10X696 - High School of American Studies at Lehman College,74.0,81.0,77.0,81.0,80.0,79.0,62.0,84.0,92.0,53.0,93.0,76.0,10X696,2020,X696,High School of American Studies at Lehman College,321000011696,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2002-07-01T00:00:00.000,Open,X905,2925 GOULDEN AVENUE,NY,1013138.0,257981.0,-73.895543,40.874725,208.0,11.0,40900.0,2032460002.0,BX28,Van Cortlandt Village,ALESSANDRO WEISS,Principal,718-329-2144,718-329-0792,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",208.0,52.0,10
11X019 - P.S. 019 Judith K. Weiss ( X019 ),62.0,69.0,67.0,77.0,84.0,80.0,60.0,49.0,80.0,56.0,60.0,75.0,11X019,2020,X019,P.S. 019 Judith K. Weiss,321100010019,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1925-07-01T00:00:00.000,Open,X019,4318 KATONAH AVENUE,NY,1021032.0,266964.0,-73.866949,40.899351,212.0,11.0,45102.0,2033860001.0,BX62,Woodlawn-Wakefield,Ellen Obrien,I.A. Principal,718-324-1924,718-994-9132,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,,,,212.0,47.0,11
11X083 - P.S. 083 Donald Hertz,65.0,70.0,73.0,84.0,77.0,83.0,67.0,47.0,74.0,57.0,55.0,80.0,11X083,2020,X083,P.S. 083 Donald Hertz,321100010083,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1925-07-01T00:00:00.000,Open,X083,950 RHINELANDER AVENUE,NY,1023323.0,248687.0,-73.858769,40.849176,211.0,13.0,24400.0,2041250001.0,BX37,Van Nest-Morris Park-Westchester Square,Brandon Muccino,Principal,718-863-1993,718-863-5525,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,,,,211.0,49.0,11
11X089 - P.S. 089 Bronx,73.0,75.0,75.0,86.0,82.0,82.0,70.0,47.0,78.0,59.0,61.0,82.0,11X089,2020,X089,P.S. 089 Bronx,321100010089,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1927-07-01T00:00:00.000,Open,X089,980 MACE AVENUE,NY,1023181.0,253534.0,-73.859254,40.862481,211.0,13.0,32400.0,2044440016.0,BX07,Bronxdale,RALPH MARTINEZ,Principal,718-653-0835,718-231-2863,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,,,,211.0,49.0,11
11X127 - J.H.S. 127 The Castle Hill,68.0,72.0,72.0,85.0,80.0,87.0,69.0,41.0,75.0,59.0,67.0,78.0,11X127,2020,X127,J.H.S. 127 The Castle Hill,321100010127,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1953-07-01T00:00:00.000,Open,X127,1560 PURDY STREET,NY,1024869.0,244894.0,-73.853203,40.838759,209.0,18.0,22200.0,2039480055.0,BX46,Parkchester,HARRY SHERMAN,Principal,718-892-8600,718-892-8300,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,,,,209.0,43.0,11
11X144 - J.H.S. 144 Michelangelo,68.0,78.0,76.0,85.0,85.0,85.0,74.0,44.0,76.0,62.0,55.0,82.0,11X144,2020,X144,J.H.S. 144 Michelangelo,321100010144,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1968-07-01T00:00:00.000,Open,X144,2545 GUNTHER AVENUE,NY,1029467.0,254041.0,-73.836525,40.863842,211.0,13.0,31000.0,2044930001.0,BX31,Allerton-Pelham Gardens,Ellen Barrett,Principal,718-794-9749,718-794-9755,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,,,,211.0,49.0,11
11X175 - P.S. 175 City Island,71.0,85.0,79.0,82.0,79.0,94.0,80.0,58.0,85.0,63.0,72.0,88.0,11X175,2020,X175,P.S. 175 City Island,321100010175,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1975-07-01T00:00:00.000,Open,X175,200 CITY ISLAND AVENUE,NY,1044140.0,246972.0,-73.78354,40.844353,210.0,13.0,51600.0,2056410280.0,BX10,Pelham Bay-Country Club-City Island,JULIE PORRAS,Principal,718-885-1093,718-885-2315,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,,,,210.0,45.0,11
11X180 - M.S. 180 Dr. Daniel Hale Williams,64.0,67.0,68.0,79.0,82.0,79.0,61.0,44.0,73.0,55.0,48.0,73.0,11X180,2020,X180,M.S. 180 Dr. Daniel Hale Williams,321100010180,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1972-07-01T00:00:00.000,Open,X180,700 BAYCHESTER AVENUE,NY,1030803.0,257757.0,-73.831669,40.874035,210.0,12.0,46201.0,2051410150.0,BX13,Co-op City,MARLON WILLIAMS,Principal,718-904-5650,718-904-5655,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,,,,210.0,45.0,11
11X181 - I.S. 181 Pablo Casals,69.0,75.0,76.0,82.0,83.0,82.0,66.0,55.0,80.0,61.0,67.0,79.0,11X181,2020,X181,I.S. 181 Pablo Casals,321100010181,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1972-07-01T00:00:00.000,Open,X181,800 BAYCHESTER AVENUE,NY,1030803.0,257757.0,-73.831669,40.874035,210.0,12.0,46201.0,2051410150.0,BX13,Co-op City,CHRISTOPHE WARNOCK,Principal,718-904-5600,718-904-5620,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,,,,210.0,45.0,11
11X194 - P.S./M.S. 194,70.0,80.0,79.0,86.0,81.0,79.0,75.0,58.0,84.0,63.0,71.0,86.0,11X194,2020,X194,P.S./M.S. 194,321100010194,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",2003-07-01T00:00:00.000,Open,X194,2365 WATERBURY AVENUE,NY,1026700.0,243677.0,-73.846594,40.83541,210.0,18.0,9600.0,2038340070.0,BX59,Westchester-Unionport,Rosa Sifuentes-Rosado,Principal,718-892-5270,718-892-2495,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,,,,210.0,45.0,11
11X249 - Bronx Health Sciences High School,53.0,64.0,54.0,67.0,64.0,66.0,51.0,49.0,62.0,50.0,59.0,66.0,11X249,2020,X249,Bronx Health Sciences High School,321100011249,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X455,750 BAYCHESTER AVENUE,NY,1030803.0,257757.0,-73.831669,40.874035,210.0,12.0,46201.0,2051410150.0,BX13,Co-op City,MIRIAM RIVAS,Principal,718-904-5450,718-904-5451,11,11,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",210.0,45.0,11
11X253 - Bronx High School for Writing and Communication Arts,63.0,76.0,72.0,80.0,82.0,85.0,63.0,57.0,74.0,57.0,71.0,82.0,11X253,2020,X253,Bronx High School for Writing and Communication Ar,321100011253,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X425,800 EAST GUN HILL ROAD,NY,1022511.0,258157.0,-73.861649,40.875172,212.0,12.0,37200.0,2046330040.0,BX44,Williamsbridge-Olinville,Terri Grey,Principal,718-944-5660,718-944-5690,11,11,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",212.0,47.0,11
11X265 - Bronx Lab School,87.0,92.0,86.0,95.0,94.0,96.0,86.0,80.0,92.0,82.0,90.0,92.0,11X265,2020,X265,Bronx Lab School,321100011265,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X425,800 EAST GUN HILL ROAD,NY,1022511.0,258157.0,-73.861649,40.875172,212.0,12.0,37200.0,2046330040.0,BX44,Williamsbridge-Olinville,Sarah Marcy,Principal,718-696-3700,718-696-3730,11,11,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",212.0,47.0,11
11X270 - Academy for Scholarship and Entrepreneurship: A College Board School,68.0,81.0,67.0,80.0,83.0,89.0,66.0,56.0,80.0,59.0,69.0,80.0,11X270,2020,X270,Academy for Scholarship and Entrepreneurship: A Co,321100011270,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,X362,921 EAST 228TH STREET,NY,1024974.0,262923.0,-73.852714,40.888242,212.0,12.0,40400.0,2048640035.0,BX44,Williamsbridge-Olinville,ZENOBIA WHITE,Principal,718-696-3840,718-696-3841,11,11,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",212.0,47.0,11
11X275 - High School of Computers and Technology,65.0,72.0,72.0,84.0,85.0,84.0,67.0,56.0,75.0,57.0,73.0,81.0,11X275,2020,X275,High School of Computers and Technology,321100011275,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X425,800 EAST GUN HILL ROAD,NY,1022511.0,258157.0,-73.861649,40.875172,212.0,12.0,37200.0,2046330040.0,BX44,Williamsbridge-Olinville,David Wills,Principal,718-696-3930,718-696-3950,11,11,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",212.0,47.0,11
11X287 - North Bronx School of Empowerment,64.0,75.0,59.0,76.0,77.0,80.0,61.0,44.0,72.0,59.0,48.0,76.0,11X287,2020,X287,North Bronx School of Empowerment,321100010287,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08,SE",2005-07-01T00:00:00.000,Open,X113,3710 BARNES AVENUE,NY,1022929.0,260153.0,-73.860126,40.880649,212.0,12.0,39000.0,2046750020.0,BX44,Williamsbridge-Olinville,Magdalen Neyra,Principal,718-652-0519,718-652-0428,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,,,,212.0,47.0,11
11X288 - Collegiate Institute for Math and Science,65.0,70.0,66.0,78.0,77.0,77.0,59.0,59.0,76.0,53.0,70.0,74.0,11X288,2020,X288,Collegiate Institute for Math and Science,321100011288,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X415,925 ASTOR AVENUE,NY,1022774.0,252791.0,-73.860729,40.860443,211.0,13.0,32400.0,2043580001.0,BX07,Bronxdale,Fredrick Nelson,Principal,718-944-3635,718-652-3525,11,11,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",211.0,49.0,11
11X290 - Bronx Academy of Health Careers,67.0,75.0,70.0,83.0,83.0,90.0,66.0,62.0,75.0,59.0,71.0,80.0,11X290,2020,X290,Bronx Academy of Health Careers,321100011290,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X425,800 EAST GUN HILL ROAD,NY,1022511.0,258157.0,-73.861649,40.875172,212.0,12.0,37200.0,2046330040.0,BX44,Williamsbridge-Olinville,Dawn Santiago,Principal,718-696-3340,718-696-3380,11,11,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",212.0,47.0,11
11X299 - Astor Collegiate Academy,66.0,75.0,66.0,81.0,84.0,84.0,64.0,59.0,80.0,56.0,75.0,82.0,11X299,2020,X299,Astor Collegiate Academy,321100011299,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X415,925 ASTOR AVENUE,NY,1022774.0,252791.0,-73.860729,40.860443,211.0,13.0,32400.0,2043580001.0,BX07,Bronxdale,Sandra Burgos,Principal,718-944-3418,718-944-3638,11,11,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",211.0,49.0,11
11X326 - Bronx Green Middle School,62.0,68.0,65.0,78.0,80.0,78.0,59.0,50.0,67.0,53.0,50.0,76.0,11X326,2020,X326,Bronx Green Middle School,321100010326,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2006-07-01T00:00:00.000,Open,X135,2441 WALLACE AVENUE,NY,1021584.0,253392.0,-73.865028,40.862098,211.0,13.0,33000.0,2044320001.0,BX07,Bronxdale,Charles Johnson,Principal,718-325-6593,718-653-3625,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,,,,211.0,49.0,11
11X355 - Bronx Alliance Middle School,64.0,71.0,64.0,78.0,78.0,79.0,63.0,48.0,69.0,56.0,50.0,74.0,11X355,2020,X355,Bronx Alliance Middle School,321100010355,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2013-07-01T00:00:00.000,Open,X142,3750 BAYCHESTER AVENUE,NY,1028579.0,262113.0,-73.839682,40.886002,212.0,12.0,48400.0,2049350001.0,BX03,Eastchester-Edenwald-Baychester,STEVEN COBB,Principal,718-652-2060,718-652-3682,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,,,,212.0,47.0,11
